numero_contrato,uasg,orgao_nome,porte_orgao,tipo_servico,data_inicio,data_fim_planejado,data_fim_real,dias_vigencia_original,dias_prorrogados,valor_inicial,valor_atual,quantidade_aditivos,atrasado,cancelado,motivo_cancelamento,overrun_percentual,fracasso_institucional,score_risco_fracasso,predito_fracasso
CONTRATO-2022-10108,170010,Base Aérea de Brasília (BABR),Médio,Desenvolvimento de Software Customizado,2022-04-11,2023-10-07,2023-12-16,544,70,4271722.15,1805701.76,2,0,1,Inexecução Parcial,-0.5773,1,0.4521399231328851,0
CONTRATO-2022-10109,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Licenças de Software Proprietário,2022-06-18,2023-04-30,2023-04-30,316,0,535776.62,535776.62,0,0,0,Nenhum,0.0,0,0.17357521866149775,0
CONTRATO-2025-10110,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2025-09-30,2026-09-24,2026-10-24,359,30,1553417.8,1627927.51,1,0,0,Nenhum,0.048,0,0.2782387747551691,0
CONTRATO-2023-10111,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Licenças de Software Proprietário,2023-05-13,2024-05-07,2024-05-07,360,0,484476.42,484476.42,0,0,0,Nenhum,0.0,0,0.056979486708892274,0
CONTRATO-2024-10112,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Desenvolvimento de Software Customizado,2024-04-08,2025-09-23,2025-10-23,533,30,4129136.82,4248046.93,1,0,0,Nenhum,0.0288,0,0.40673458352840086,0
CONTRATO-2025-10113,170010,Base Aérea de Brasília (BABR),Médio,Hardware e Equipamentos de Rede,2025-10-09,2026-09-06,2026-09-06,332,0,1000918.03,1000918.03,0,0,0,Nenhum,0.0,0,0.09847327534502263,0
CONTRATO-2023-10114,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2023-01-25,2024-01-24,2024-03-24,364,60,2040010.24,2119354.8,1,0,0,Nenhum,0.0389,0,0.2095152403255695,0
CONTRATO-2022-10115,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Licenças de Software Proprietário,2022-02-23,2023-04-14,2023-06-18,415,65,535186.92,175672.39,1,0,1,Inexecução Parcial,-0.6718,1,0.2714603529930191,0
CONTRATO-2022-10116,170010,Base Aérea de Brasília (BABR),Médio,Suporte Técnico e Manutenção,2022-05-08,2023-05-13,2023-05-13,370,0,570230.63,570230.63,0,0,0,Nenhum,0.0,0,0.11166609959973156,0
CONTRATO-2021-10117,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Desenvolvimento de Software Customizado,2021-02-22,2022-09-18,2022-12-17,573,90,4814921.76,4925251.74,1,0,0,Nenhum,0.0229,0,0.3599799933230129,0
CONTRATO-2024-10118,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Licenças de Software Proprietário,2024-09-15,2025-08-20,2025-10-19,339,60,308224.19,322774.29,1,0,0,Nenhum,0.0472,0,0.011427565902453555,0
CONTRATO-2023-10119,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Desenvolvimento de Software Customizado,2023-06-03,2024-11-11,2024-11-11,527,0,3802935.81,3802935.81,0,0,0,Nenhum,0.0,0,0.3534325182467641,0
CONTRATO-2023-10120,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Licenças de Software Proprietário,2023-12-22,2024-11-25,2024-11-25,339,0,196530.93,196530.93,0,0,0,Nenhum,0.0,0,0.11368211892431856,0
CONTRATO-2023-10121,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Nuvem e Infraestrutura de TI,2023-10-31,2025-11-27,2026-02-25,758,90,3652285.5,3669816.48,1,0,0,Nenhum,0.0048,0,0.23144315651168415,0
CONTRATO-2022-10122,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Desenvolvimento de Software Customizado,2022-01-10,2023-08-11,2024-02-06,578,179,2123279.0,2324166.91,2,1,0,Nenhum,0.0946,1,0.5826807542638193,1
CONTRATO-2022-10123,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Desenvolvimento de Software Customizado,2022-04-27,2023-09-26,2023-10-30,517,34,5292473.41,3117754.75,0,0,1,Inexecução Parcial,-0.4109,1,0.4300686373099392,0
CONTRATO-2025-10124,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Desenvolvimento de Software Customizado,2025-11-25,2027-06-01,2027-06-01,553,0,5564849.95,5564849.95,0,0,0,Nenhum,0.0,0,0.32124599918094693,0
CONTRATO-2022-10125,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2022-03-05,2023-03-14,2023-03-14,374,0,451588.72,451588.72,0,0,0,Nenhum,0.0,0,0.06431668541538584,0
CONTRATO-2024-10126,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Consultoria e Projetos de Inovação,2024-07-25,2025-06-13,2025-09-11,323,90,1131633.32,1150763.33,1,0,0,Nenhum,0.0169,0,0.20330890562745257,0
CONTRATO-2021-10127,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Licenças de Software Proprietário,2021-04-28,2022-04-03,2022-04-03,340,0,454379.02,454379.02,0,0,0,Nenhum,0.0,0,0.011867191691787857,0
CONTRATO-2021-10128,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Nuvem e Infraestrutura de TI,2021-08-11,2023-08-30,2023-11-28,749,90,2424019.72,2533393.31,1,0,0,Nenhum,0.0451,0,0.154291371718461,0
CONTRATO-2021-10129,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Consultoria e Projetos de Inovação,2021-09-18,2022-09-03,2022-09-03,350,0,1729185.91,1729185.91,0,0,0,Nenhum,0.0,0,0.15063935519059596,0
CONTRATO-2024-10130,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Consultoria e Projetos de Inovação,2024-10-24,2025-11-01,2025-11-01,373,0,1554892.91,1554892.91,0,0,0,Nenhum,0.0,0,0.14259643518163817,0
CONTRATO-2022-10131,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Hardware e Equipamentos de Rede,2022-07-21,2023-07-07,2023-07-07,351,0,984888.39,984888.39,0,0,0,Nenhum,0.0,0,0.04149320481627475,0
CONTRATO-2022-10132,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Desenvolvimento de Software Customizado,2022-12-26,2024-06-08,2024-06-08,530,0,3958471.63,3958471.63,0,0,0,Nenhum,0.0,0,0.34933453836025985,0
CONTRATO-2024-10133,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Licenças de Software Proprietário,2024-02-22,2025-03-08,2025-03-08,380,0,486698.89,486698.89,0,0,0,Nenhum,0.0,0,0.1457742362737825,0
CONTRATO-2021-10134,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Desenvolvimento de Software Customizado,2021-03-23,2022-10-21,2023-07-18,577,270,4519611.95,6285054.41,3,0,0,Nenhum,0.3906,1,0.5170364948580268,1
CONTRATO-2026-10135,170010,Base Aérea de Brasília (BABR),Médio,Consultoria e Projetos de Inovação,2026-06-06,2027-06-12,2027-06-12,371,0,1739450.26,1739450.26,0,0,0,Nenhum,0.0,0,0.21693162317659578,0
CONTRATO-2025-10136,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Licenças de Software Proprietário,2025-06-24,2026-07-13,2026-07-13,384,0,454744.83,454744.83,0,0,0,Nenhum,0.0,0,0.06946956499296633,0
CONTRATO-2024-10137,170010,Base Aérea de Brasília (BABR),Médio,Consultoria e Projetos de Inovação,2024-12-23,2025-12-22,2025-12-22,364,0,1263116.62,1263116.62,0,0,0,Nenhum,0.0,0,0.19160076350664274,0
CONTRATO-2025-10138,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Desenvolvimento de Software Customizado,2025-01-25,2026-09-11,2026-09-11,594,0,4459523.27,4459523.27,0,0,0,Nenhum,0.0,0,0.18832259210698393,0
CONTRATO-2022-10139,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Nuvem e Infraestrutura de TI,2022-03-24,2024-03-08,2024-07-16,715,130,5293859.68,5791161.59,1,1,0,Nenhum,0.0939,1,0.5744528340367362,1
CONTRATO-2024-10140,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Nuvem e Infraestrutura de TI,2024-10-22,2026-09-24,2026-09-24,702,0,1653864.95,1653864.95,0,0,0,Nenhum,0.0,0,0.12328573133398227,0
CONTRATO-2023-10141,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Hardware e Equipamentos de Rede,2023-02-28,2024-02-27,2024-02-27,364,0,511457.27,511457.27,0,0,0,Nenhum,0.0,0,0.10978300421379668,0
CONTRATO-2023-10142,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Licenças de Software Proprietário,2023-09-03,2024-06-28,2024-06-28,299,0,543312.95,543312.95,0,0,0,Nenhum,0.0,0,0.03682564266592055,0
CONTRATO-2021-10143,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Desenvolvimento de Software Customizado,2021-07-29,2022-12-14,2022-12-14,503,0,4650910.54,4650910.54,0,0,0,Nenhum,0.0,0,0.20477039352553508,0
CONTRATO-2023-10144,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2023-12-23,2025-01-30,2025-01-30,404,0,709498.33,709498.33,0,0,0,Nenhum,0.0,0,0.09665916448292478,0
CONTRATO-2023-10145,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Nuvem e Infraestrutura de TI,2023-12-05,2025-11-30,2025-11-30,726,0,3789696.54,3789696.54,0,0,0,Nenhum,0.0,0,0.1989211852141179,0
CONTRATO-2022-10146,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Licenças de Software Proprietário,2022-09-13,2023-10-04,2024-01-02,386,90,510675.07,533780.85,1,0,0,Nenhum,0.0452,0,0.09750531706211377,0
CONTRATO-2022-10147,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Suporte Técnico e Manutenção,2022-01-05,2022-12-19,2022-12-19,348,0,394812.41,394812.41,0,0,0,Nenhum,0.0,0,0.13360093123119968,0
CONTRATO-2021-10148,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Hardware e Equipamentos de Rede,2021-09-14,2022-08-06,2022-11-04,326,90,436983.38,449503.4,1,0,0,Nenhum,0.0287,0,0.17793984378902128,0
CONTRATO-2021-10149,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Hardware e Equipamentos de Rede,2021-02-14,2022-02-24,2022-05-25,375,90,872197.38,904738.13,1,0,0,Nenhum,0.0373,0,0.14466549275104923,0
CONTRATO-2022-10150,170010,Base Aérea de Brasília (BABR),Médio,Licenças de Software Proprietário,2022-09-11,2023-09-11,2023-09-11,365,0,523504.26,523504.26,0,0,0,Nenhum,0.0,0,0.1035357885295996,0
CONTRATO-2026-10151,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Nuvem e Infraestrutura de TI,2026-10-01,2028-09-11,2028-12-10,711,90,4022030.51,4070768.64,1,0,0,Nenhum,0.0121,0,0.2653969316507693,0
CONTRATO-2025-10152,170010,Base Aérea de Brasília (BABR),Médio,Nuvem e Infraestrutura de TI,2025-08-24,2027-08-28,2027-08-28,734,0,3835183.46,3835183.46,0,0,0,Nenhum,0.0,0,0.08658385396578618,0
CONTRATO-2025-10153,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Desenvolvimento de Software Customizado,2025-09-19,2027-01-26,2027-06-19,494,144,5742302.79,6213394.24,2,1,0,Nenhum,0.082,1,0.5575575066302496,1
CONTRATO-2023-10154,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Suporte Técnico e Manutenção,2023-06-23,2024-05-23,2024-05-23,335,0,866229.34,866229.34,0,0,0,Nenhum,0.0,0,0.022690389003547348,0
CONTRATO-2025-10155,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Nuvem e Infraestrutura de TI,2025-06-18,2027-07-11,2027-07-11,753,0,3522115.3,3522115.3,0,0,0,Nenhum,0.0,0,0.12768712527054388,0
CONTRATO-2025-10156,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Hardware e Equipamentos de Rede,2025-06-06,2026-05-18,2026-05-18,346,0,995010.19,995010.19,0,0,0,Nenhum,0.0,0,0.017868022081274727,0
CONTRATO-2023-10157,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2023-07-01,2024-05-20,2024-05-20,324,0,1137971.15,1137971.15,0,0,0,Nenhum,0.0,0,0.15872873152558775,0
CONTRATO-2022-10158,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Suporte Técnico e Manutenção,2022-03-21,2023-03-28,2023-03-28,372,0,781795.16,781795.16,0,0,0,Nenhum,0.0,0,0.07700460621565058,0
CONTRATO-2026-10159,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Licenças de Software Proprietário,2026-09-03,2027-10-26,2027-10-26,418,0,411733.85,411733.85,0,0,0,Nenhum,0.0,0,0.0356160057535065,0
CONTRATO-2025-10160,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Desenvolvimento de Software Customizado,2025-11-28,2027-05-22,2027-12-16,540,208,5936448.07,6239912.95,1,1,0,Nenhum,0.0511,1,0.4066167105058942,0
CONTRATO-2023-10161,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2023-03-21,2024-03-13,2024-03-13,358,0,1658234.48,1658234.48,0,0,0,Nenhum,0.0,0,0.2783549249472297,0
CONTRATO-2025-10162,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2025-09-11,2026-09-20,2026-12-19,374,90,1388536.83,1425524.34,1,0,0,Nenhum,0.0266,0,0.20679071339487604,0
CONTRATO-2024-10163,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Desenvolvimento de Software Customizado,2024-08-08,2026-01-22,2026-02-21,532,30,3808040.84,3936168.5,1,0,0,Nenhum,0.0336,0,0.34053776620006126,0
CONTRATO-2025-10164,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Hardware e Equipamentos de Rede,2025-03-13,2026-05-07,2026-06-06,420,30,701089.71,706130.11,1,0,0,Nenhum,0.0072,0,0.16400380830167355,0
CONTRATO-2024-10165,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Desenvolvimento de Software Customizado,2024-10-25,2026-04-10,2026-04-10,532,0,3893117.34,3893117.34,0,0,0,Nenhum,0.0,0,0.32607701847447074,0
CONTRATO-2024-10166,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2024-10-22,2025-10-26,2025-10-26,369,0,1516548.59,1516548.59,0,0,0,Nenhum,0.0,0,0.3090416051729488,0
CONTRATO-2021-10167,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2021-08-26,2022-08-13,2022-08-13,352,0,472594.0,472594.0,0,0,0,Nenhum,0.0,0,0.09937567724091932,0
CONTRATO-2026-10168,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Hardware e Equipamentos de Rede,2026-01-18,2027-04-21,2027-12-14,458,237,1173798.79,1326778.74,1,1,0,Nenhum,0.1303,1,0.48081214731701943,0
CONTRATO-2024-10169,170010,Base Aérea de Brasília (BABR),Médio,Suporte Técnico e Manutenção,2024-07-17,2025-06-08,2025-08-30,326,83,545774.7,186160.27,1,0,1,Consensual,-0.6589,1,0.25451707509818655,0
CONTRATO-2022-10170,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Licenças de Software Proprietário,2022-09-19,2023-09-06,2023-09-06,352,0,425325.18,425325.18,0,0,0,Nenhum,0.0,0,0.12249930040598062,0
CONTRATO-2024-10171,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Licenças de Software Proprietário,2024-05-10,2025-05-26,2025-07-25,381,60,425901.58,442610.27,1,0,0,Nenhum,0.0392,0,0.1758242097891989,0
CONTRATO-2025-10172,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Consultoria e Projetos de Inovação,2025-02-07,2026-03-01,2026-03-01,387,0,1587158.97,1587158.97,0,0,0,Nenhum,0.0,0,0.3218365473499029,0
CONTRATO-2026-10173,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Hardware e Equipamentos de Rede,2026-07-24,2027-07-26,2027-07-26,367,0,1139672.71,1139672.71,0,0,0,Nenhum,0.0,0,0.07512611034054473,0
CONTRATO-2026-10174,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Hardware e Equipamentos de Rede,2026-05-23,2027-04-27,2027-04-27,339,0,690272.98,690272.98,0,0,0,Nenhum,0.0,0,0.086196451566966,0
CONTRATO-2023-10175,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Hardware e Equipamentos de Rede,2023-07-28,2024-08-21,2024-08-21,390,0,518008.73,518008.73,0,0,0,Nenhum,0.0,0,0.0782364054021508,0
CONTRATO-2026-10176,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Nuvem e Infraestrutura de TI,2026-04-20,2028-04-29,2028-04-29,740,0,3458119.72,3458119.72,0,0,0,Nenhum,0.0,0,0.09132978135339276,0
CONTRATO-2025-10177,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Hardware e Equipamentos de Rede,2025-08-31,2026-08-18,2026-08-18,352,0,828804.02,828804.02,0,0,0,Nenhum,0.0,0,0.0620294191469061,0
CONTRATO-2024-10178,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Nuvem e Infraestrutura de TI,2024-01-24,2025-12-23,2026-10-19,699,300,1869306.87,2492453.76,5,0,0,Nenhum,0.3334,1,0.5017025875394368,1
CONTRATO-2025-10179,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Desenvolvimento de Software Customizado,2025-04-16,2026-10-11,2026-10-11,543,0,4089772.27,4089772.27,0,0,0,Nenhum,0.0,0,0.3442486843183316,0
CONTRATO-2024-10180,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2024-07-07,2025-07-22,2025-07-22,380,0,814887.29,814887.29,0,0,0,Nenhum,0.0,0,0.11282547257384418,0
CONTRATO-2021-10181,170010,Base Aérea de Brasília (BABR),Médio,Nuvem e Infraestrutura de TI,2021-04-06,2023-04-28,2023-04-28,752,0,3843047.83,3843047.83,0,0,0,Nenhum,0.0,0,0.11337736540321654,0
CONTRATO-2022-10182,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2022-11-26,2023-10-31,2024-01-29,339,90,1164474.26,1210536.14,1,0,0,Nenhum,0.0396,0,0.1627185356916753,0
CONTRATO-2026-10183,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Desenvolvimento de Software Customizado,2026-11-16,2028-05-06,2028-05-06,537,0,5665288.41,5665288.41,0,0,0,Nenhum,0.0,0,0.43060578408081424,0
CONTRATO-2023-10184,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Hardware e Equipamentos de Rede,2023-04-08,2024-05-31,2024-05-31,419,0,963391.02,963391.02,0,0,0,Nenhum,0.0,0,0.043325464916347665,0
CONTRATO-2026-10185,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Suporte Técnico e Manutenção,2026-03-20,2027-02-25,2027-02-25,342,0,652670.33,652670.33,0,0,0,Nenhum,0.0,0,0.057616206919470586,0
CONTRATO-2024-10186,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Consultoria e Projetos de Inovação,2024-12-06,2025-11-25,2025-11-25,354,0,1386704.17,1386704.17,0,0,0,Nenhum,0.0,0,0.1889755895590714,0
CONTRATO-2023-10187,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Licenças de Software Proprietário,2023-09-24,2024-08-26,2024-08-26,337,0,371217.38,371217.38,0,0,0,Nenhum,0.0,0,0.054596515877211885,0
CONTRATO-2021-10188,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2021-11-29,2022-11-24,2022-11-24,360,0,1345468.04,1345468.04,0,0,0,Nenhum,0.0,0,0.17879041102749682,0
CONTRATO-2025-10189,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Suporte Técnico e Manutenção,2025-08-18,2026-08-17,2026-11-15,364,90,655944.56,658408.14,1,0,0,Nenhum,0.0038,0,0.0824569409245265,0
CONTRATO-2023-10190,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Licenças de Software Proprietário,2023-02-12,2024-01-02,2024-03-02,324,60,485960.36,490283.02,1,0,0,Nenhum,0.0089,0,0.04864317902005455,0
CONTRATO-2023-10191,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Hardware e Equipamentos de Rede,2023-11-22,2024-12-18,2024-12-18,392,0,778711.66,778711.66,0,0,0,Nenhum,0.0,0,0.17814187711586438,0
CONTRATO-2026-10192,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Consultoria e Projetos de Inovação,2026-10-22,2027-12-12,2027-12-21,416,9,1391244.37,527691.73,1,0,1,Decisão Judicial,-0.6207,1,0.29347160703842573,0
CONTRATO-2024-10193,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Suporte Técnico e Manutenção,2024-12-24,2026-02-25,2026-02-25,428,0,606061.34,606061.34,0,0,0,Nenhum,0.0,0,0.05829551543029837,0
CONTRATO-2022-10194,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Nuvem e Infraestrutura de TI,2022-02-02,2024-02-09,2025-02-03,737,360,2622855.53,3434654.63,3,0,0,Nenhum,0.3095,1,0.4052265074834234,0
CONTRATO-2022-10195,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Licenças de Software Proprietário,2022-09-19,2023-09-11,2023-09-11,357,0,425662.72,425662.72,0,0,0,Nenhum,0.0,0,0.10060354235453248,0
CONTRATO-2024-10196,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Nuvem e Infraestrutura de TI,2024-10-26,2026-11-19,2026-11-19,754,0,3580917.11,3580917.11,0,0,0,Nenhum,0.0,0,0.27870918378248805,0
CONTRATO-2024-10197,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Hardware e Equipamentos de Rede,2024-07-26,2025-07-20,2025-07-20,359,0,883899.66,883899.66,0,0,0,Nenhum,0.0,0,0.11672364815820903,0
CONTRATO-2022-10198,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Licenças de Software Proprietário,2022-02-13,2022-12-21,2022-12-21,311,0,440031.18,440031.18,0,0,0,Nenhum,0.0,0,0.05536508832160664,0
CONTRATO-2021-10199,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Licenças de Software Proprietário,2021-08-10,2022-07-22,2022-07-22,346,0,317540.14,317540.14,0,0,0,Nenhum,0.0,0,0.03215587693070477,0
CONTRATO-2021-10200,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2021-07-25,2022-05-31,2022-10-21,310,143,881499.06,935952.58,2,1,0,Nenhum,0.0618,1,0.37943837076265424,0
