titulo,autores,ano,resumo,link
FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making,Yangyang Yu; Zhiyuan Yao; Haohang Li; Zhiyang Deng; Yupeng Cao,2024,"Large language models (LLMs) have demonstrated notable potential in conducting complex tasks and are increasingly utilized in various financial applications. However, high-quality sequential financial investment decision-making remains challenging. These tasks require multiple interactions with a volatile environment for every decision, demanding sufficient intelligence to maximize returns and manage risks. Although LLMs have been used to develop agent systems that surpass human teams and yield ",http://arxiv.org/abs/2407.06567v3
Thought Virus: Viral Misalignment via Subliminal Prompting in Multi-Agent Systems,Moritz Weckbecker; Jonas Müller; Ben Hagag; Michael Mulet,2026,"Subliminal prompting is a phenomenon in which language models are biased towards certain concepts or traits through prompting with semantically unrelated tokens. While prior work has examined subliminal prompting in user-LLM interactions, potential bias transfer in multi-agent systems and its associated security implications remain unexplored. In this work, we show that a single subliminally prompted agent can spread a weakening but persisting bias throughout its entire network. We measure this ",http://arxiv.org/abs/2603.00131v1
Learning Distributed Stabilizing Controllers for Multi-Agent Systems,Gangshan Jing; He Bai; Jemin George; Aranya Chakrabortty; Piyush K. Sharma,2021,"We address the problem of model-free distributed stabilization of heterogeneous multi-agent systems using reinforcement learning (RL). Two algorithms are developed. The first algorithm solves a centralized linear quadratic regulator (LQR) problem without knowing any initial stabilizing gain in advance. The second algorithm builds upon the results of the first algorithm, and extends it to distributed stabilization of multi-agent systems with predefined interaction graphs. Rigorous proofs are prov",http://arxiv.org/abs/2103.04480v1
An Interactive Multi-Agent System for Evaluation of New Product Concepts,Bin Xuan; Ruo Ai; Hakyeon Lee,2026,"Product concept evaluation is a critical stage that determines strategic resource allocation and project success in enterprises. However, traditional expert-led approaches face limitations such as subjective bias and high time and cost requirements. To support this process, this study proposes an automated approach utilizing a large language model (LLM)-based multi-agent system (MAS). Through a systematic analysis of previous research on product development and team collaboration, this study est",http://arxiv.org/abs/2603.05980v1
Local Advantage Actor-Critic for Robust Multi-Agent Deep Reinforcement Learning,Yuchen Xiao; Xueguang Lyu; Christopher Amato,2021,"Policy gradient methods have become popular in multi-agent reinforcement learning, but they suffer from high variance due to the presence of environmental stochasticity and exploring agents (i.e., non-stationarity), which is potentially worsened by the difficulty in credit assignment. As a result, there is a need for a method that is not only capable of efficiently solving the above two problems but also robust enough to solve a variety of tasks. To this end, we propose a new multi-agent policy ",http://arxiv.org/abs/2110.08642v3
Multi Agent System for Machine Learning Under Uncertainty in Cyber Physical Manufacturing System,Bang Xiang Yong; Alexandra Brintrup,2021,"Recent advancements in predictive machine learning has led to its application in various use cases in manufacturing. Most research focused on maximising predictive accuracy without addressing the uncertainty associated with it. While accuracy is important, focusing primarily on it poses an overfitting danger, exposing manufacturers to risk, ultimately hindering the adoption of these techniques. In this paper, we determine the sources of uncertainty in machine learning and establish the success c",http://arxiv.org/abs/2107.13252v1
Communication and Verification in LLM Agents towards Collaboration under Information Asymmetry,Run Peng; Ziqiao Ma; Amy Pang; Sikai Li; Zhang Xi-Jia,2025,"While Large Language Model (LLM) agents are often approached from the angle of action planning/generation to accomplish a goal (e.g., given by language descriptions), their abilities to collaborate with each other to achieve a joint goal are not well explored. To address this limitation, this paper studies LLM agents in task collaboration, particularly under the condition of information asymmetry, where agents have disparities in their knowledge and skills and need to work together to complete a",http://arxiv.org/abs/2510.25595v1
Cooperation Dynamics in Multi-Agent Systems: Exploring Game-Theoretic Scenarios with Mean-Field Equilibria,Vaigarai Sathi; Sabahat Shaik; Jaswanth Nidamanuri,2023,"Cooperation is fundamental in Multi-Agent Systems (MAS) and Multi-Agent Reinforcement Learning (MARL), often requiring agents to balance individual gains with collective rewards. In this regard, this paper aims to investigate strategies to invoke cooperation in game-theoretic scenarios, namely the Iterated Prisoner's Dilemma, where agents must optimize both individual and group outcomes. Existing cooperative strategies are analyzed for their effectiveness in promoting group-oriented behavior in ",http://arxiv.org/abs/2309.16263v3
When2com: Multi-Agent Perception via Communication Graph Grouping,Yen-Cheng Liu; Junjiao Tian; Nathaniel Glaser; Zsolt Kira,2020,"While significant advances have been made for single-agent perception, many applications require multiple sensing agents and cross-agent communication due to benefits such as coverage and robustness. It is therefore critical to develop frameworks which support multi-agent collaborative perception in a distributed and bandwidth-efficient manner. In this paper, we address the collaborative perception problem, where one agent is required to perform a perception task and can communicate and share in",http://arxiv.org/abs/2006.00176v2
Communicating Unexpectedness for Out-of-Distribution Multi-Agent Reinforcement Learning,Min Whoo Lee; Kibeom Kim; Soo Wung Shin; Minsu Lee; Byoung-Tak Zhang,2025,"Applying multi-agent reinforcement learning methods to realistic settings is challenging as it may require the agents to quickly adapt to unexpected situations that are rarely or never encountered in training. Recent methods for generalization to such out-of-distribution settings are limited to more specific, restricted instances of distribution shifts. To tackle adaptation to distribution shifts, we propose Unexpected Encoding Scheme, a novel decentralized multi-agent reinforcement learning alg",http://arxiv.org/abs/2501.01140v1
astra-langchain4j: Experiences Combining LLMs and Agent Programming,Rem Collier; Katharine Beaumont; Andrei Ciortea,2026,Given the emergence of Generative AI over the last two years and the increasing focus on Agentic AI as a form of Multi-Agent System it is important to explore both how such technologies can impact the use of traditional Agent Toolkits and how the wealth of experience encapsulated in those toolkits can influence the design of the new agentic platforms. This paper presents an overview of our experience developing a prototype large language model (LLM) integration for the ASTRA programming language,http://arxiv.org/abs/2601.21879v1
