id_licitacao,orgao,categoria,valor_licitacao,num_concorrentes,dias_planejamento,historico_sancoes_vencedor,exclusividade_mei_me,criterio_julgamento,complexidade_textual,risco_irregularidade,risco_predito,probabilidade_risco
LIC-20260217,Prefeitura Metropolitana,Desenvolvimento de Software,448265.4,4,71,0,0,0,0.5909,0,0,0.0032843087275601884
LIC-20260218,Ministério da Educação,Segurança da Informação,63587.25,11,40,0,1,0,0.3811,0,0,0.004880203014053162
LIC-20260219,Secretaria de Infraestrutura,Equipamentos de TI,199140.45,8,55,0,0,0,0.2869,0,0,0.003017476424772155
LIC-20260220,Governo Estadual,Suporte Técnico e Helpdesk,936654.34,5,53,0,0,0,0.9078,0,0,0.011485734043360032
LIC-20260221,Ministério da Educação,Suporte Técnico e Helpdesk,1219049.14,5,32,0,0,0,0.7735,0,0,0.0025765878603811587
LIC-20260222,Tribunal de Justiça,Equipamentos de TI,227004.1,1,56,0,0,0,0.715,0,0,0.16108612170007447
LIC-20260223,Ministério da Saúde,Consultoria em Governança,146588.39,7,35,0,1,1,0.647,0,0,0.003981687124818758
LIC-20260224,Secretaria de Infraestrutura,Desenvolvimento de Software,234967.28,4,31,0,0,0,0.8953,0,0,0.012534638750059595
LIC-20260225,Tribunal de Justiça,Equipamentos de TI,390749.27,4,70,0,0,0,0.5544,0,0,0.00284756459151822
LIC-20260226,Secretaria de Infraestrutura,Desenvolvimento de Software,80606.9,7,33,0,0,0,0.7338,0,0,0.008311019417858976
LIC-20260227,Governo Estadual,Segurança da Informação,1023276.16,7,62,0,1,0,0.5399,0,0,0.002170020566846234
LIC-20260228,Governo Estadual,Consultoria em Governança,85581.15,4,34,1,0,1,0.9322,1,1,0.8858396930639411
LIC-20260229,Ministério da Educação,Consultoria em Governança,2276520.39,5,65,0,0,0,0.8885,0,0,0.05470057443851842
LIC-20260230,Prefeitura Metropolitana,Segurança da Informação,208808.88,2,53,0,0,0,0.9847,1,0,0.49253735564285944
LIC-20260231,Prefeitura Metropolitana,Consultoria em Governança,294364.4,5,47,0,1,0,0.8219,0,0,0.013669182658170891
LIC-20260232,Secretaria de Infraestrutura,Equipamentos de TI,553433.57,5,49,0,0,0,0.6068,0,0,0.0019773514931786477
LIC-20260233,Secretaria de Infraestrutura,Consultoria em Governança,60191.55,3,33,0,1,1,0.9156,0,0,0.02793216148664468
LIC-20260234,Prefeitura Metropolitana,Segurança da Informação,1092783.26,6,47,0,0,0,0.7223,0,0,0.002199259719520181
LIC-20260235,Ministério da Tecnologia,Serviços de Cloud Computing,50000.0,9,50,0,0,0,0.5435,0,0,0.005262800429787924
LIC-20260236,Secretaria de Infraestrutura,Consultoria em Governança,656079.12,2,66,0,0,1,0.7468,1,0,0.3022137829019487
LIC-20260237,Secretaria de Infraestrutura,Consultoria em Governança,124164.98,2,47,0,0,0,0.6412,0,0,0.08791199797153376
LIC-20260238,Ministério da Tecnologia,Segurança da Informação,98198.74,8,28,0,0,0,0.726,0,0,0.0039024663650654586
LIC-20260239,Prefeitura Metropolitana,Suporte Técnico e Helpdesk,65525.22,6,51,0,0,0,0.6747,0,0,0.0043574778643206535
LIC-20260240,Ministério da Saúde,Equipamentos de TI,50000.0,6,34,0,0,1,0.6763,0,0,0.004555264751224569
LIC-20260241,Prefeitura Metropolitana,Serviços de Cloud Computing,139980.89,4,52,0,0,0,0.6252,0,0,0.0032825029053034525
LIC-20260242,Secretaria de Infraestrutura,Segurança da Informação,334985.14,5,65,0,0,0,0.5693,0,0,0.0029826435501683706
LIC-20260243,Governo Estadual,Suporte Técnico e Helpdesk,165168.77,7,51,0,1,0,0.5294,0,0,0.0038620823436138364
LIC-20260244,Defensoria Pública,Suporte Técnico e Helpdesk,58828.18,4,67,0,0,1,0.5896,0,0,0.005286373451582651
LIC-20260245,Tribunal de Justiça,Segurança da Informação,346466.0,9,66,0,0,0,0.9173,0,0,0.017760405541860532
LIC-20260246,Defensoria Pública,Consultoria em Governança,151270.56,4,26,0,0,0,0.6297,0,0,0.012974272075674411
LIC-20260247,Ministério da Tecnologia,Consultoria em Governança,53956.29,5,43,0,0,0,0.5785,0,0,0.0035712410846666987
LIC-20260248,Ministério da Educação,Equipamentos de TI,70528.84,3,71,0,0,1,0.7668,0,0,0.010826902508368486
LIC-20260249,Governo Estadual,Desenvolvimento de Software,207700.39,6,31,0,1,0,0.6818,0,0,0.0037085635989391862
LIC-20260250,Tribunal de Justiça,Consultoria em Governança,395366.87,9,44,0,0,0,0.3739,0,0,0.0026968202574224106
LIC-20260251,Prefeitura Metropolitana,Serviços de Cloud Computing,133500.64,6,27,0,0,0,0.8844,0,0,0.01104429903435648
LIC-20260252,Tribunal de Justiça,Serviços de Cloud Computing,1530647.99,7,37,0,0,0,0.894,0,0,0.012063205388240598
LIC-20260253,Ministério da Saúde,Desenvolvimento de Software,289815.72,5,39,0,0,1,0.5985,0,0,0.004036211098697738
LIC-20260254,Tribunal de Justiça,Suporte Técnico e Helpdesk,1295465.29,5,32,0,0,0,0.6072,0,0,0.0026019584900525594
LIC-20260255,Ministério da Educação,Suporte Técnico e Helpdesk,113231.76,4,21,1,0,0,0.5722,1,0,0.34219727904261193
LIC-20260256,Secretaria de Infraestrutura,Consultoria em Governança,340693.88,5,40,0,0,1,0.9063,0,0,0.04112946938311366
LIC-20260257,Tribunal de Justiça,Consultoria em Governança,105258.71,10,61,0,0,0,0.5137,0,0,0.004005783767983556
LIC-20260258,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,86036.66,4,46,0,1,1,0.9272,0,0,0.02946151798980189
LIC-20260259,Secretaria de Infraestrutura,Serviços de Cloud Computing,81801.48,8,44,0,1,0,0.9662,0,0,0.014856186729625636
LIC-20260260,Ministério da Tecnologia,Consultoria em Governança,112005.97,9,60,0,0,1,0.7945,0,0,0.005471165841105202
LIC-20260261,Ministério da Saúde,Desenvolvimento de Software,176159.91,6,60,0,1,1,0.6242,0,0,0.0028026253002566503
LIC-20260262,Secretaria de Infraestrutura,Serviços de Cloud Computing,1451542.04,5,46,0,0,0,0.6054,0,0,0.0024969777927772124
LIC-20260263,Ministério da Tecnologia,Consultoria em Governança,446359.62,7,45,0,1,0,0.8317,0,0,0.014040135454885921
LIC-20260264,Defensoria Pública,Desenvolvimento de Software,169681.98,6,14,0,1,0,0.8136,0,0,0.12905007928824147
LIC-20260265,Tribunal de Justiça,Desenvolvimento de Software,50000.0,1,38,1,1,0,0.7909,1,1,0.8578146832235095
LIC-20260266,Defensoria Pública,Serviços de Cloud Computing,76863.23,5,43,0,0,0,0.5097,0,0,0.004129922987021021
LIC-20260267,Defensoria Pública,Consultoria em Governança,374306.46,7,44,0,0,0,0.6719,0,0,0.0030313016876703687
LIC-20260268,Governo Estadual,Suporte Técnico e Helpdesk,104003.84,2,18,0,0,1,0.9719,1,1,0.6995870040545787
LIC-20260269,Secretaria de Infraestrutura,Segurança da Informação,75539.15,4,29,0,0,1,0.8365,0,0,0.016381862220409906
LIC-20260270,Defensoria Pública,Serviços de Cloud Computing,349557.1,5,35,0,0,0,0.5572,0,0,0.0026063391418441016
LIC-20260271,Defensoria Pública,Suporte Técnico e Helpdesk,279751.36,5,15,0,0,0,0.66,0,0,0.0038335045006017564
LIC-20260272,Prefeitura Metropolitana,Serviços de Cloud Computing,228439.3,5,62,0,0,1,0.5114,0,0,0.0035824595336835857
LIC-20260273,Prefeitura Metropolitana,Segurança da Informação,210443.17,6,37,0,0,0,0.9407,0,0,0.011121594011120626
LIC-20260274,Defensoria Pública,Consultoria em Governança,153963.77,4,40,0,0,0,0.7809,0,0,0.003109501042594073
LIC-20260275,Tribunal de Justiça,Equipamentos de TI,112556.61,2,42,1,0,0,0.8142,1,1,0.972285659819982
LIC-20260276,Defensoria Pública,Desenvolvimento de Software,1951952.52,6,64,0,1,0,0.7116,0,0,0.0034067705478342276
LIC-20260277,Prefeitura Metropolitana,Serviços de Cloud Computing,385401.15,9,47,0,0,1,0.8809,0,0,0.018782950294527097
LIC-20260278,Prefeitura Metropolitana,Equipamentos de TI,565703.98,5,33,0,0,0,0.8938,0,0,0.014647348703388817
LIC-20260279,Governo Estadual,Segurança da Informação,50000.0,10,43,0,0,0,0.7513,0,0,0.003825868463477718
LIC-20260280,Ministério da Educação,Serviços de Cloud Computing,1678880.28,8,60,0,0,0,0.5415,0,0,0.0020859144760959156
LIC-20260281,Ministério da Tecnologia,Serviços de Cloud Computing,511527.12,5,51,0,0,0,0.9643,0,0,0.01362226008183506
LIC-20260282,Secretaria de Infraestrutura,Consultoria em Governança,242628.63,5,39,0,0,0,0.4318,0,0,0.0034479462500975095
LIC-20260283,Ministério da Tecnologia,Consultoria em Governança,411186.74,8,47,0,0,1,0.9226,0,0,0.019332573470570127
LIC-20260284,Tribunal de Justiça,Desenvolvimento de Software,660874.57,5,13,1,0,0,0.8368,1,1,0.9451824098618377
LIC-20260285,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,4727558.23,3,50,0,1,0,0.9163,0,0,0.06801990447526327
LIC-20260286,Governo Estadual,Segurança da Informação,340583.64,1,43,0,0,0,0.3576,0,0,0.08103713566335165
LIC-20260287,Defensoria Pública,Suporte Técnico e Helpdesk,60941.12,2,28,0,1,1,0.6125,0,0,0.08549748756317359
LIC-20260288,Ministério da Saúde,Serviços de Cloud Computing,3534842.91,5,58,0,0,0,0.7047,0,0,0.0038324461567592655
LIC-20260289,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,236756.78,5,50,0,1,0,0.6431,0,0,0.0037300174830662237
LIC-20260290,Ministério da Saúde,Segurança da Informação,106829.14,6,21,0,0,0,0.7822,0,0,0.006248975314992733
LIC-20260291,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,164578.4,2,67,0,1,1,0.8604,1,0,0.4544311643981031
LIC-20260292,Ministério da Saúde,Equipamentos de TI,325832.36,11,54,0,0,0,0.638,0,0,0.0027763264125486905
LIC-20260293,Prefeitura Metropolitana,Suporte Técnico e Helpdesk,210992.3,7,48,0,0,0,0.611,0,0,0.003665958691197099
LIC-20260294,Secretaria de Infraestrutura,Segurança da Informação,125178.03,7,40,0,1,0,0.7074,0,0,0.004239691824138706
LIC-20260295,Tribunal de Justiça,Suporte Técnico e Helpdesk,424035.11,6,49,0,0,0,0.8361,0,0,0.011696505729628237
LIC-20260296,Tribunal de Justiça,Equipamentos de TI,296855.83,6,39,0,0,0,0.584,0,0,0.0022120375152670864
LIC-20260297,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,265362.93,5,49,0,1,0,0.8803,0,0,0.014313204818549887
LIC-20260298,Ministério da Saúde,Suporte Técnico e Helpdesk,825549.86,10,48,0,0,0,0.8333,0,0,0.019458642408326322
LIC-20260299,Governo Estadual,Consultoria em Governança,50000.0,3,56,1,0,1,0.495,1,0,0.45651512504269903
LIC-20260300,Secretaria de Infraestrutura,Consultoria em Governança,178602.09,7,20,1,1,0,0.4843,0,0,0.33336562640691475
LIC-20260301,Ministério da Tecnologia,Suporte Técnico e Helpdesk,271106.58,5,66,0,1,0,0.7958,0,0,0.004728678322396164
LIC-20260302,Ministério da Tecnologia,Segurança da Informação,50000.0,2,45,0,1,0,0.7913,0,0,0.10174073875662659
LIC-20260303,Ministério da Saúde,Suporte Técnico e Helpdesk,201742.37,7,16,0,0,0,0.9092,0,0,0.01321024132239874
LIC-20260304,Ministério da Saúde,Desenvolvimento de Software,50000.0,7,43,0,1,0,0.8406,0,0,0.019098270953646877
LIC-20260305,Secretaria de Infraestrutura,Serviços de Cloud Computing,609206.44,4,63,0,0,0,0.639,0,0,0.0023333291626936132
LIC-20260306,Defensoria Pública,Serviços de Cloud Computing,132943.54,6,26,0,0,1,0.7302,0,0,0.004670891234994612
LIC-20260307,Ministério da Saúde,Equipamentos de TI,219090.85,2,63,0,0,1,0.3528,0,0,0.13736195734836631
LIC-20260308,Secretaria de Infraestrutura,Equipamentos de TI,985303.66,6,69,0,1,0,0.4472,0,0,0.0020391431337615524
LIC-20260309,Tribunal de Justiça,Suporte Técnico e Helpdesk,242939.37,4,51,0,1,1,0.753,0,0,0.003846462319745019
LIC-20260310,Governo Estadual,Equipamentos de TI,2497431.18,4,59,0,0,0,0.8673,0,0,0.02222932236601811
LIC-20260311,Secretaria de Infraestrutura,Equipamentos de TI,950463.55,6,35,0,0,1,0.6135,0,0,0.0055116927534283175
LIC-20260312,Secretaria de Infraestrutura,Equipamentos de TI,90831.41,6,59,0,1,1,0.6702,0,0,0.0025577871044573613
LIC-20260313,Ministério da Educação,Suporte Técnico e Helpdesk,246230.59,5,56,0,0,0,0.7421,0,0,0.0024221156427700575
LIC-20260314,Ministério da Saúde,Consultoria em Governança,1388370.52,5,28,0,0,1,0.5749,0,0,0.005743997685325895
LIC-20260315,Ministério da Saúde,Equipamentos de TI,506443.2,6,53,0,1,0,0.891,0,0,0.012397200856578834
LIC-20260316,Tribunal de Justiça,Consultoria em Governança,58194.09,2,50,0,1,0,0.8281,1,0,0.4781321849878724
LIC-20260317,Ministério da Educação,Consultoria em Governança,50000.0,3,68,0,0,0,0.7268,0,0,0.004531772630958266
LIC-20260318,Ministério da Saúde,Desenvolvimento de Software,305264.3,6,50,0,0,0,0.5678,0,0,0.0029547952547638433
LIC-20260319,Tribunal de Justiça,Serviços de Cloud Computing,378118.89,5,51,0,1,0,0.7764,0,0,0.0038818815232623148
LIC-20260320,Ministério da Saúde,Segurança da Informação,1560080.45,6,53,0,0,1,0.8158,0,0,0.030901962868395888
LIC-20260321,Ministério da Tecnologia,Serviços de Cloud Computing,482579.36,5,65,0,0,0,0.4915,0,0,0.002944463715354595
LIC-20260322,Ministério da Tecnologia,Suporte Técnico e Helpdesk,1105882.05,3,62,1,0,1,0.6652,0,0,0.34263324945284324
LIC-20260323,Ministério da Educação,Segurança da Informação,696039.27,7,61,1,1,0,0.8066,1,1,0.7633340466212979
LIC-20260324,Tribunal de Justiça,Suporte Técnico e Helpdesk,439178.01,4,41,0,0,0,0.5746,0,0,0.0024803593642676544
LIC-20260325,Prefeitura Metropolitana,Equipamentos de TI,349117.15,3,57,1,1,0,0.711,0,0,0.2735192807361663
LIC-20260326,Ministério da Tecnologia,Segurança da Informação,156597.71,5,62,1,1,0,0.8813,1,1,0.8200619185239577
LIC-20260327,Ministério da Educação,Serviços de Cloud Computing,1123248.55,5,53,1,0,1,0.3764,1,0,0.36173328146933437
LIC-20260328,Prefeitura Metropolitana,Desenvolvimento de Software,2139028.86,3,22,0,1,0,0.8874,0,0,0.04908429196639338
LIC-20260329,Ministério da Saúde,Equipamentos de TI,145096.01,1,45,0,0,0,0.7784,1,0,0.20337190297310279
LIC-20260330,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,600812.28,6,36,0,0,0,0.5788,0,0,0.0019600089102636297
LIC-20260331,Tribunal de Justiça,Desenvolvimento de Software,332305.13,8,20,1,0,1,0.6037,1,0,0.3498058113526843
LIC-20260332,Tribunal de Justiça,Desenvolvimento de Software,102790.09,5,41,1,1,0,0.6404,1,0,0.46457165431907255
LIC-20260333,Prefeitura Metropolitana,Consultoria em Governança,50000.0,4,58,0,0,1,0.8843,0,0,0.021103129205789634
LIC-20260334,Ministério da Educação,Segurança da Informação,1041594.98,4,43,0,0,0,0.7844,0,0,0.0024563954181763764
LIC-20260335,Ministério da Saúde,Equipamentos de TI,150123.78,9,46,1,1,0,0.5761,0,0,0.2894899290987365
LIC-20260336,Secretaria de Infraestrutura,Consultoria em Governança,256408.79,2,73,0,1,0,0.8057,1,1,0.5618400829146484
LIC-20260337,Governo Estadual,Desenvolvimento de Software,898595.84,2,52,0,0,0,0.8421,0,1,0.5980656406432281
LIC-20260338,Governo Estadual,Desenvolvimento de Software,473586.05,5,24,0,1,1,0.574,0,0,0.0017037873608223126
LIC-20260339,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,2953927.16,4,75,0,0,1,0.8541,1,0,0.2487540090111899
LIC-20260340,Ministério da Educação,Suporte Técnico e Helpdesk,132194.13,5,48,0,0,0,0.8582,0,0,0.010231605993551171
LIC-20260341,Governo Estadual,Consultoria em Governança,582279.15,9,45,0,0,0,0.5105,0,0,0.0021595134007340333
LIC-20260342,Defensoria Pública,Consultoria em Governança,143671.83,3,77,0,0,1,0.9263,0,0,0.04181919389733845
LIC-20260343,Ministério da Tecnologia,Suporte Técnico e Helpdesk,110543.64,4,54,0,0,0,0.7969,0,0,0.0038547547211024913
LIC-20260344,Ministério da Tecnologia,Consultoria em Governança,191873.4,3,44,1,0,0,0.63,0,0,0.2851977115804285
LIC-20260345,Prefeitura Metropolitana,Segurança da Informação,285113.78,4,67,0,0,0,0.847,0,0,0.014225278155291652
LIC-20260346,Defensoria Pública,Suporte Técnico e Helpdesk,1445899.82,5,80,1,0,0,0.8168,1,1,0.8254012780689564
LIC-20260347,Secretaria de Infraestrutura,Consultoria em Governança,151606.78,6,32,0,0,0,0.7845,0,0,0.004123117983268957
LIC-20260348,Prefeitura Metropolitana,Equipamentos de TI,79429.44,4,53,0,0,0,0.6196,0,0,0.0055604932845611625
LIC-20260349,Tribunal de Justiça,Desenvolvimento de Software,96484.33,3,52,0,0,1,0.6223,0,0,0.005245572470286563
LIC-20260350,Prefeitura Metropolitana,Suporte Técnico e Helpdesk,50000.0,2,19,0,1,0,0.7998,0,0,0.40748345527325774
LIC-20260351,Tribunal de Justiça,Suporte Técnico e Helpdesk,90962.8,3,54,1,1,0,0.7807,1,0,0.45571358043288707
LIC-20260352,Secretaria de Infraestrutura,Equipamentos de TI,170969.35,10,54,0,0,0,0.8103,0,0,0.015480372754654676
LIC-20260353,Ministério da Saúde,Suporte Técnico e Helpdesk,1691926.74,4,61,1,1,0,0.9426,1,1,0.8601339630646255
LIC-20260354,Governo Estadual,Serviços de Cloud Computing,111993.23,7,56,0,0,1,0.8158,0,0,0.015360590778254895
LIC-20260355,Defensoria Pública,Serviços de Cloud Computing,502649.08,6,43,0,0,0,0.4721,0,0,0.0026149855517573583
LIC-20260356,Governo Estadual,Equipamentos de TI,50000.0,8,41,0,0,0,0.7598,0,0,0.005452944854742367
LIC-20260357,Governo Estadual,Equipamentos de TI,390499.2,4,71,0,0,0,0.675,0,0,0.004114232474065331
LIC-20260358,Prefeitura Metropolitana,Segurança da Informação,181317.46,3,36,0,1,1,0.6372,0,0,0.004104764807161345
LIC-20260359,Ministério da Saúde,Segurança da Informação,250323.84,5,33,0,1,0,0.8031,0,0,0.010689532795326435
LIC-20260360,Tribunal de Justiça,Desenvolvimento de Software,791587.61,2,77,0,1,0,0.6961,0,0,0.21566094807781444
LIC-20260361,Tribunal de Justiça,Consultoria em Governança,263649.62,7,17,1,0,0,0.7902,0,0,0.28595855246200286
LIC-20260362,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,942502.79,8,38,0,1,1,0.2957,0,0,0.0007182429541416475
LIC-20260363,Tribunal de Justiça,Consultoria em Governança,281966.89,4,60,0,0,0,0.508,0,0,0.00281090287269404
LIC-20260364,Defensoria Pública,Consultoria em Governança,113970.9,8,25,0,1,0,0.6397,0,0,0.0041926443739742055
LIC-20260365,Defensoria Pública,Suporte Técnico e Helpdesk,922204.97,7,52,0,0,0,0.7898,0,0,0.002797655897896112
LIC-20260366,Ministério da Saúde,Desenvolvimento de Software,1722365.36,4,41,0,1,0,0.7716,0,0,0.002454015446784903
LIC-20260367,Prefeitura Metropolitana,Serviços de Cloud Computing,543726.12,8,55,0,1,1,0.783,0,0,0.0017249846596006288
LIC-20260368,Secretaria de Infraestrutura,Consultoria em Governança,955153.05,4,43,0,1,0,0.6349,0,0,0.0023020491688365255
LIC-20260369,Tribunal de Justiça,Equipamentos de TI,255995.78,3,18,0,0,0,0.726,0,0,0.0054896866448300675
LIC-20260370,Governo Estadual,Suporte Técnico e Helpdesk,223969.06,6,65,0,0,0,0.5475,0,0,0.0032846720512604605
LIC-20260371,Governo Estadual,Suporte Técnico e Helpdesk,935201.29,7,15,0,1,0,0.8894,0,0,0.07269149842017972
LIC-20260372,Governo Estadual,Equipamentos de TI,176571.76,8,46,1,0,1,0.5662,0,0,0.3343992516224942
LIC-20260373,Defensoria Pública,Equipamentos de TI,278423.08,6,10,0,0,0,0.4,1,0,0.1994990542640593
LIC-20260374,Prefeitura Metropolitana,Equipamentos de TI,429324.49,7,40,0,1,1,0.8299,0,0,0.018214994203287302
LIC-20260375,Tribunal de Justiça,Desenvolvimento de Software,153259.74,3,22,0,0,0,0.735,0,0,0.00577049918273215
LIC-20260376,Tribunal de Justiça,Equipamentos de TI,467401.91,4,24,0,0,0,0.8433,0,0,0.014682576077933506
LIC-20260377,Ministério da Educação,Consultoria em Governança,557821.83,5,13,0,0,0,0.5255,0,0,0.09631169198353745
LIC-20260378,Ministério da Tecnologia,Serviços de Cloud Computing,89156.22,7,57,0,0,0,0.8732,0,0,0.011847681207588697
LIC-20260379,Tribunal de Justiça,Consultoria em Governança,2646523.38,2,23,1,1,0,0.7124,1,1,0.8799252244249017
LIC-20260380,Defensoria Pública,Equipamentos de TI,84260.49,7,17,0,0,0,0.8975,0,0,0.012430569624694004
LIC-20260381,Prefeitura Metropolitana,Desenvolvimento de Software,145068.17,8,32,0,0,0,0.4489,0,0,0.004814737212074758
LIC-20260382,Tribunal de Justiça,Equipamentos de TI,50000.0,10,39,0,1,0,0.6316,0,0,0.0031856045098357134
LIC-20260383,Tribunal de Justiça,Equipamentos de TI,213568.09,7,22,0,1,0,0.7818,0,0,0.013023455312827408
LIC-20260384,Ministério da Tecnologia,Equipamentos de TI,2480803.25,6,31,1,0,0,0.6953,0,0,0.3054674988975461
LIC-20260385,Ministério da Saúde,Consultoria em Governança,175230.95,4,25,1,1,0,0.9496,1,1,0.8693411163315078
LIC-20260386,Ministério da Tecnologia,Equipamentos de TI,339792.63,6,53,0,0,0,0.7747,0,0,0.0024426337303327544
LIC-20260387,Ministério da Saúde,Desenvolvimento de Software,542615.83,7,34,0,0,0,0.8178,0,0,0.01073323800622906
LIC-20260388,Prefeitura Metropolitana,Consultoria em Governança,261942.82,1,33,0,0,0,0.3964,0,0,0.07762699243345055
LIC-20260389,Ministério da Tecnologia,Consultoria em Governança,50000.0,4,37,0,1,0,0.8081,0,0,0.018432390163906433
